pitcher_name,pitch_type,pitches,avg_velocity,whiff_rate,weak_contact_rate,mean_pitcher_run_value,pitch_label,pitcher_total_pitches,usage_rate,in_arsenal,arsenal_size
Andre Pallante,FF,952,94.45126050420168,0.0661764705882353,0.13865546218487396,-0.007993697478991596,4-seam fastball (FF),2158,0.4411492122335496,True,4
Andre Pallante,SL,621,87.38454106280194,0.15458937198067632,0.09822866344605476,0.0036425120772946872,slider (SL),2158,0.28776645041705284,True,4
Andre Pallante,KC,305,78.1783606557377,0.12786885245901639,0.04590163934426229,-0.013914754098360654,knuckle curve (KC),2158,0.14133456904541242,True,4
Andre Pallante,SI,277,94.99025270758122,0.07220216606498195,0.17689530685920576,0.012873646209386283,sinker (SI),2158,0.1283595922150139,True,4
Andre Pallante,ST,3,82.96666666666667,0.0,0.0,-0.01966666666666667,sweeper (ST),2158,0.0013901760889712697,False,4
Andrew Abbott,FF,996,92.7909638554217,0.08734939759036145,0.10240963855421686,0.010581325301204819,4-seam fastball (FF),2123,0.4691474328780028,True,5
Andrew Abbott,CH,411,84.83552311435524,0.1411192214111922,0.16058394160583941,0.015734793187347933,changeup (CH),2123,0.19359397079604335,True,5
Andrew Abbott,ST,375,82.73333333333333,0.19733333333333333,0.10666666666666667,0.013498666666666667,sweeper (ST),2123,0.17663683466792274,True,5
Andrew Abbott,CU,248,80.58387096774193,0.07661290322580645,0.10080645161290322,-0.0026290322580645154,curveball (CU),2123,0.11681582666038624,True,5
Andrew Abbott,FC,93,88.63440860215054,0.11827956989247312,0.053763440860215055,-0.03396774193548387,cutter (FC),2123,0.04380593499764484,True,5
Andrew Heaney,FF,738,90.11422764227643,0.08672086720867209,0.0921409214092141,-0.017455284552845528,4-seam fastball (FF),1682,0.43876337693222356,True,6
Andrew Heaney,CH,287,82.02125435540069,0.0975609756097561,0.14982578397212543,-0.008264808362369336,changeup (CH),1682,0.17063020214030916,True,6
Andrew Heaney,SL,284,80.59401408450705,0.15140845070422534,0.08098591549295775,-0.015588028169014086,slider (SL),1682,0.16884661117717004,True,6
Andrew Heaney,SI,188,89.20159574468086,0.047872340425531915,0.14893617021276595,0.002420212765957447,sinker (SI),1682,0.1117717003567182,True,6
Andrew Heaney,CS,94,73.5127659574468,0.09574468085106383,0.05319148936170213,-0.022244680851063826,CS (CS),1682,0.0558858501783591,True,6
Andrew Heaney,CU,91,76.86043956043956,0.07692307692307693,0.10989010989010989,-0.0035164835164835173,curveball (CU),1682,0.054102259215219974,True,6
Antonio Senzatela,FF,1057,94.99309366130558,0.06338694418164617,0.11163670766319773,-0.01749858088930937,4-seam fastball (FF),1822,0.5801317233809001,True,4
Antonio Senzatela,SL,323,86.77925696594427,0.12074303405572756,0.11455108359133127,-0.015207430340557276,slider (SL),1822,0.17727771679473106,True,4
Antonio Senzatela,CU,264,80.36136363636365,0.13257575757575757,0.10606060606060606,-0.0006174242424242421,curveball (CU),1822,0.14489571899012074,True,4
Antonio Senzatela,CH,145,87.42137931034483,0.09655172413793103,0.09655172413793103,-0.04362758620689656,changeup (CH),1822,0.07958287596048298,True,4
Antonio Senzatela,FC,24,91.29583333333333,0.08333333333333333,0.16666666666666666,0.034,cutter (FC),1822,0.013172338090010977,False,4
Antonio Senzatela,SI,9,92.11111111111111,0.1111111111111111,0.3333333333333333,-0.26466666666666666,sinker (SI),1822,0.004939626783754116,False,4
Bailey Ober,FF,685,90.27270072992701,0.08759124087591241,0.11824817518248175,0.003788321167883211,4-seam fastball (FF),1855,0.3692722371967655,True,6
Bailey Ober,CH,528,83.29090909090908,0.14772727272727273,0.14772727272727273,0.006035984848484848,changeup (CH),1855,0.2846361185983827,True,6
Bailey Ober,SL,318,83.66666666666667,0.11006289308176101,0.14779874213836477,-0.02561320754716981,slider (SL),1855,0.17142857142857143,True,6
Bailey Ober,ST,200,78.4345,0.18,0.08,-0.009165,sweeper (ST),1855,0.1078167115902965,True,6
Bailey Ober,CU,67,75.16865671641791,0.04477611940298507,0.04477611940298507,-0.0604776119402985,curveball (CU),1855,0.03611859838274933,True,6
Bailey Ober,SI,57,90.24736842105264,0.017543859649122806,0.08771929824561403,-0.06985964912280701,sinker (SI),1855,0.030727762803234502,True,6
Brad Lord,FF,830,94.775421686747,0.1216867469879518,0.07590361445783132,-0.002827710843373494,4-seam fastball (FF),1691,0.49083382613837967,True,4
Brad Lord,SL,333,85.45675675675675,0.10510510510510511,0.0990990990990991,-0.0136006006006006,slider (SL),1691,0.19692489651094028,True,4
Brad Lord,SI,302,94.33774834437087,0.052980132450331126,0.152317880794702,0.018880794701986756,sinker (SI),1691,0.1785925487876996,True,4
Brad Lord,CH,222,85.90675675675675,0.0945945945945946,0.13513513513513514,0.004797297297297296,changeup (CH),1691,0.13128326434062684,True,4
Brad Lord,ST,3,82.3,0.0,0.0,-0.30033333333333334,sweeper (ST),1691,0.0017740981667652277,False,4
Brad Lord,UN,1,76.9,0.0,0.0,-0.068,UN (UN),1691,0.0005913660555884093,False,4
Brady Singer,SI,934,92.19496788008566,0.06745182012847965,0.07173447537473233,0.00478051391862955,sinker (SI),2275,0.4105494505494505,True,5
Brady Singer,SL,652,82.59907975460122,0.13803680981595093,0.12883435582822086,0.0013205521472392642,slider (SL),2275,0.2865934065934066,True,5
Brady Singer,ST,247,81.65222672064776,0.1659919028340081,0.0931174089068826,-0.006862348178137651,sweeper (ST),2275,0.10857142857142857,True,5
Brady Singer,FF,229,91.3650655021834,0.08733624454148471,0.0611353711790393,-0.012790393013100438,4-seam fastball (FF),2275,0.10065934065934067,True,5
Brady Singer,FC,213,87.47464788732394,0.11267605633802817,0.09389671361502347,0.007873239436619717,cutter (FC),2275,0.09362637362637363,True,5
Brandon Pfaadt,FF,561,93.60267379679144,0.09090909090909091,0.0748663101604278,-0.00318716577540107,4-seam fastball (FF),2344,0.2393344709897611,True,6
Brandon Pfaadt,SI,543,93.09558011049724,0.055248618784530384,0.11602209944751381,0.009202578268876611,sinker (SI),2344,0.23165529010238908,True,6
Brandon Pfaadt,ST,437,84.76407322654462,0.16704805491990846,0.10526315789473684,-0.011224256292906179,sweeper (ST),2344,0.1864334470989761,True,6
Brandon Pfaadt,CH,363,87.334435261708,0.14600550964187328,0.11570247933884298,-0.007834710743801652,changeup (CH),2344,0.15486348122866894,True,6
Brandon Pfaadt,CU,229,82.00305676855895,0.14410480349344978,0.05240174672489083,-0.027397379912663757,curveball (CU),2344,0.09769624573378839,True,6
Brandon Pfaadt,FC,209,89.78612440191387,0.07177033492822966,0.20095693779904306,0.012746411483253589,cutter (FC),2344,0.08916382252559726,True,6
Brandon Pfaadt,PO,2,91.0,0.0,0.0,-0.027000000000000003,PO (PO),2344,0.0008532423208191126,False,6
Brayan Bello,SI,765,95.30575163398692,0.043137254901960784,0.12679738562091503,0.0063006535947712425,sinker (SI),2176,0.3515625,True,5
Brayan Bello,ST,415,85.7033734939759,0.10602409638554217,0.06746987951807229,-0.017089156626506022,sweeper (ST),2176,0.19071691176470587,True,5
Brayan Bello,FC,336,88.23184523809525,0.12202380952380952,0.10119047619047619,-0.002526785714285714,cutter (FC),2176,0.15441176470588236,True,5
Brayan Bello,CH,332,88.8132530120482,0.1536144578313253,0.12048192771084337,-0.0014698795180722905,changeup (CH),2176,0.15257352941176472,True,5
Brayan Bello,FF,328,95.05396341463415,0.054878048780487805,0.11280487804878049,0.004118902439024389,4-seam fastball (FF),2176,0.15073529411764705,True,5
Bryan Woo,FF,1014,95.7138067061144,0.15680473372781065,0.08284023668639054,0.016574950690335304,4-seam fastball (FF),2165,0.46836027713625866,True,5
Bryan Woo,SI,559,95.41234347048301,0.05366726296958855,0.16636851520572452,0.011429338103756707,sinker (SI),2165,0.2581986143187067,True,5
Bryan Woo,SL,244,88.35245901639344,0.19262295081967212,0.04918032786885246,0.004000000000000001,slider (SL),2165,0.11270207852193996,True,5
Bryan Woo,ST,197,84.84720812182742,0.233502538071066,0.1116751269035533,1.0152284263957708e-05,sweeper (ST),2165,0.09099307159353348,True,5
Bryan Woo,CH,151,89.68940397350994,0.11258278145695365,0.1390728476821192,-0.003218543046357616,changeup (CH),2165,0.0697459584295612,True,5
Bryce Elder,SI,846,91.46572104018912,0.05673758865248227,0.09219858156028368,-0.002450354609929078,sinker (SI),1982,0.42684157416750756,True,4
Bryce Elder,SL,705,84.24468085106383,0.16453900709219857,0.1148936170212766,-0.003790070921985816,slider (SL),1982,0.3557013118062563,True,4
Bryce Elder,FF,230,92.75130434782608,0.08260869565217391,0.08695652173913043,-0.007295652173913043,4-seam fastball (FF),1982,0.11604439959636731,True,4
Bryce Elder,CH,201,86.60597014925372,0.06965174129353234,0.17412935323383086,-0.027820895522388058,changeup (CH),1982,0.10141271442986882,True,4
Cal Quantrill,FC,356,88.98848314606742,0.1151685393258427,0.09550561797752809,0.020168539325842696,cutter (FC),1607,0.22153080273802117,True,6
Cal Quantrill,SI,345,93.61391304347826,0.06086956521739131,0.11884057971014493,-0.008507246376811594,sinker (SI),1607,0.21468574984443062,True,6
Cal Quantrill,FS,331,86.34984894259819,0.11782477341389729,0.13293051359516617,-0.021486404833836858,splitter (FS),1607,0.2059738643434972,True,6
Cal Quantrill,FF,253,93.68814229249011,0.08300395256916997,0.06324110671936758,-0.019130434782608695,4-seam fastball (FF),1607,0.15743621655258244,True,6
Cal Quantrill,CU,183,80.1655737704918,0.1092896174863388,0.11475409836065574,-0.013071038251366119,curveball (CU),1607,0.11387678904791537,True,6
Cal Quantrill,SL,135,85.01407407407407,0.08148148148148149,0.07407407407407407,-0.0678,slider (SL),1607,0.08400746733042937,True,6
Cal Quantrill,CH,3,87.5,0.0,0.0,0.10366666666666667,changeup (CH),1607,0.001866832607342875,False,6
Cal Quantrill,CS,1,71.4,0.0,0.0,0.052,CS (CS),1607,0.0006222775357809583,False,6
Carlos Rodón,FF,1080,94.08981481481482,0.0962962962962963,0.08796296296296297,0.006734259259259259,4-seam fastball (FF),2579,0.41876696393951146,True,5
Carlos Rodón,SL,728,85.88310439560439,0.18818681318681318,0.09340659340659341,0.01660302197802198,slider (SL),2579,0.28227995347033735,True,5
Carlos Rodón,CH,418,85.04976076555025,0.18899521531100477,0.1507177033492823,0.016413875598086124,changeup (CH),2579,0.16207832493214425,True,5
Carlos Rodón,SI,251,91.97529880478088,0.12749003984063745,0.10358565737051793,0.009501992031872509,sinker (SI),2579,0.09732454439705313,True,5
Carlos Rodón,CU,97,80.25979381443298,0.10309278350515463,0.041237113402061855,-0.020072164948453607,curveball (CU),2579,0.03761147731678945,True,5
Carlos Rodón,FC,5,92.38,0.0,0.4,0.0938,cutter (FC),2579,0.0019387359441644049,False,5
Casey Mize,FF,629,94.56422893481717,0.0890302066772655,0.10810810810810811,0.0022003179650238475,4-seam fastball (FF),1899,0.3312269615587151,True,5
Casey Mize,FS,470,88.58063829787234,0.20851063829787234,0.12340425531914893,-0.01625744680851064,splitter (FS),1899,0.24749868351764087,True,5
Casey Mize,SL,314,88.12675159235668,0.08598726114649681,0.12738853503184713,0.014436305732484077,slider (SL),1899,0.1653501843075303,True,5
Casey Mize,SI,250,94.8012,0.056,0.196,0.013691999999999998,sinker (SI),1899,0.13164823591363875,True,5
Casey Mize,SV,236,83.63220338983051,0.15254237288135594,0.08050847457627118,-0.010830508474576271,slurve (SV),1899,0.12427593470247499,True,5
Charlie Morton,CU,785,81.46496815286625,0.18980891719745224,0.0980891719745223,0.0049464968152866245,curveball (CU),2046,0.3836754643206256,True,5
Charlie Morton,FF,557,94.25044883303411,0.09156193895870736,0.07719928186714542,-0.018868940754039498,4-seam fastball (FF),2046,0.272238514173998,True,5
Charlie Morton,SI,311,94.00482315112541,0.06430868167202572,0.12218649517684887,-0.01952411575562701,sinker (SI),2046,0.1520039100684262,True,5
Charlie Morton,CH,204,87.5063725490196,0.14215686274509803,0.10294117647058823,-0.01875490196078431,changeup (CH),2046,0.09970674486803519,True,5
Charlie Morton,FC,189,88.0936507936508,0.09523809523809523,0.06878306878306878,-0.007740740740740741,cutter (FC),2046,0.09237536656891496,True,5
Chris Bassitt,SI,916,91.54748908296943,0.0665938864628821,0.1168122270742358,-0.0007292576419213975,sinker (SI),2241,0.40874609549308344,True,8
Chris Bassitt,FC,380,88.59578947368422,0.14473684210526316,0.10263157894736842,-0.009163157894736842,cutter (FC),2241,0.16956715751896476,True,8
Chris Bassitt,CU,366,71.30109289617486,0.15027322404371585,0.12021857923497267,0.015112021857923496,curveball (CU),2241,0.16331994645247658,True,8
Chris Bassitt,FF,208,91.47067307692308,0.11538461538461539,0.09134615384615384,0.001336538461538461,4-seam fastball (FF),2241,0.0928157072735386,True,8
Chris Bassitt,ST,130,72.52,0.2692307692307692,0.1076923076923077,0.007115384615384616,sweeper (ST),2241,0.05800981704596162,True,8
Chris Bassitt,CH,86,84.52906976744185,0.08139534883720931,0.11627906976744186,-0.008941860465116278,changeup (CH),2241,0.038375725122713075,True,8
Chris Bassitt,FS,79,83.37594936708861,0.08860759493670886,0.10126582278481013,-0.045518987341772156,splitter (FS),2241,0.035252119589468986,True,8
Chris Bassitt,SL,76,83.61052631578947,0.06578947368421052,0.05263157894736842,-0.06493421052631579,slider (SL),2241,0.03391343150379295,True,8
Chris Paddack,FF,884,93.67194570135747,0.10180995475113122,0.10520361990950226,0.0039151583710407235,4-seam fastball (FF),2056,0.42996108949416345,True,6
Chris Paddack,CH,484,84.49028925619835,0.1384297520661157,0.14049586776859505,-0.007520661157024795,changeup (CH),2056,0.23540856031128404,True,6
Chris Paddack,FC,291,87.29725085910653,0.08934707903780069,0.10652920962199312,-0.0064776632302405495,cutter (FC),2056,0.14153696498054474,True,6
Chris Paddack,CU,245,78.14448979591837,0.0653061224489796,0.08979591836734693,-0.013346938775510204,curveball (CU),2056,0.11916342412451363,True,6
Chris Paddack,SI,102,93.39313725490196,0.0784313725490196,0.27450980392156865,-0.02348039215686275,sinker (SI),2056,0.04961089494163424,True,6
Chris Paddack,SL,50,84.81200000000001,0.14,0.04,-0.011559999999999997,slider (SL),2056,0.024319066147859923,True,6
Clay Holmes,SI,888,93.73412162162161,0.0731981981981982,0.11599099099099099,0.003509009009009008,sinker (SI),2201,0.40345297592003637,True,6
Clay Holmes,ST,417,81.90431654676259,0.09112709832134293,0.11031175059952038,-0.011223021582733814,sweeper (ST),2201,0.18945933666515222,True,6
Clay Holmes,CH,349,88.12091690544413,0.16332378223495703,0.09742120343839542,0.003951289398280802,changeup (CH),2201,0.15856428895956384,True,6
Clay Holmes,SL,226,85.30796460176991,0.1592920353982301,0.09734513274336283,-0.018026548672566374,slider (SL),2201,0.10268059972739664,True,6
Clay Holmes,FC,198,89.72222222222223,0.05555555555555555,0.12121212121212122,0.007308080808080807,cutter (FC),2201,0.08995910949568378,True,6
Clay Holmes,FF,123,93.19837398373983,0.10569105691056911,0.07317073170731707,0.008739837398373982,4-seam fastball (FF),2201,0.055883689232167195,True,6
Colin Rea,FF,860,93.85918604651162,0.08023255813953488,0.11046511627906977,0.0017232558139534877,4-seam fastball (FF),2040,0.4215686274509804,True,7
Colin Rea,FS,246,87.37317073170732,0.17073170731707318,0.08130081300813008,-0.02034552845528455,splitter (FS),2040,0.12058823529411765,True,7
Colin Rea,SI,215,92.97767441860465,0.06046511627906977,0.14418604651162792,0.005799999999999999,sinker (SI),2040,0.1053921568627451,True,7
Colin Rea,SL,196,85.19336734693879,0.19387755102040816,0.08673469387755102,-0.0019234693877551027,slider (SL),2040,0.09607843137254903,True,7
Colin Rea,CU,190,80.32,0.07894736842105263,0.07894736842105263,0.01013684210526316,curveball (CU),2040,0.09313725490196079,True,7
Colin Rea,ST,185,82.86702702702702,0.14054054054054055,0.15135135135135136,0.011416216216216215,sweeper (ST),2040,0.09068627450980392,True,7
Colin Rea,FC,148,88.19527027027027,0.06756756756756757,0.12162162162162163,0.017479729729729727,cutter (FC),2040,0.07254901960784314,True,7
Cristopher Sánchez,SI,1082,95.404532839963,0.06931608133086876,0.1266173752310536,0.01773475046210721,sinker (SI),2333,0.46378054007715386,True,3
Cristopher Sánchez,CH,863,86.28713789107763,0.24565469293163383,0.11355735805330243,0.016067207415990728,changeup (CH),2333,0.36990998714102014,True,3
Cristopher Sánchez,SL,388,85.70309278350516,0.17268041237113402,0.10309278350515463,0.002025773195876289,slider (SL),2333,0.16630947278182598,True,3
David Peterson,SI,644,91.2222049689441,0.046583850931677016,0.13509316770186336,0.006611801242236025,sinker (SI),2159,0.2982862436313108,True,5
David Peterson,FF,475,92.25157894736842,0.09263157894736843,0.07789473684210527,-0.011090526315789474,4-seam fastball (FF),2159,0.22000926354793887,True,5
David Peterson,SL,424,84.5816037735849,0.19811320754716982,0.08726415094339622,0.00029481132075471746,slider (SL),2159,0.19638721630384437,True,5
David Peterson,CH,316,84.5743670886076,0.12341772151898735,0.09177215189873418,-0.005860759493670886,changeup (CH),2159,0.14636405743399722,True,5
David Peterson,CU,300,78.674,0.13666666666666666,0.08666666666666667,0.014796666666666666,curveball (CU),2159,0.13895321908290875,True,5
Davis Martin,FF,610,93.96311475409836,0.10655737704918032,0.08852459016393442,0.0029426229508196715,4-seam fastball (FF),1873,0.3256807261078484,True,7
Davis Martin,CH,460,90.11434782608696,0.09565217391304348,0.13043478260869565,0.00802608695652174,changeup (CH),1873,0.24559530165509877,True,7
Davis Martin,SL,402,88.03731343283582,0.13930348258706468,0.12686567164179105,-0.02049502487562189,slider (SL),1873,0.21462893753336892,True,7
Davis Martin,SI,196,92.9015306122449,0.04081632653061224,0.14795918367346939,0.030153061224489797,sinker (SI),1873,0.10464495461825948,True,7
Davis Martin,CU,94,78.72021276595744,0.10638297872340426,0.05319148936170213,-0.028531914893617026,curveball (CU),1873,0.05018686599038975,True,7
Davis Martin,ST,79,83.50126582278482,0.10126582278481013,0.08860759493670886,-0.01259493670886076,sweeper (ST),1873,0.04217832354511479,True,7
Davis Martin,FC,31,89.87096774193549,0.22580645161290322,0.06451612903225806,-0.006709677419354833,cutter (FC),1873,0.016550987720234916,True,7
Davis Martin,UN,1,82.4,0.0,0.0,-0.031,UN (UN),1873,0.0005339028296849973,False,7
Dean Kremer,FF,572,93.31188811188811,0.08041958041958042,0.08916083916083917,-0.00262937062937063,4-seam fastball (FF),2167,0.2639593908629442,True,5
Dean Kremer,FS,469,81.83987206823028,0.22174840085287847,0.13432835820895522,0.00222174840085288,splitter (FS),2167,0.21642824180895248,True,5
Dean Kremer,FC,434,86.89377880184333,0.12211981566820276,0.1175115207373272,-0.006792626728110599,cutter (FC),2167,0.20027688047992617,True,5
Dean Kremer,SI,415,92.80867469879517,0.04096385542168675,0.1108433734939759,0.0035108433734939754,sinker (SI),2167,0.1915089986155976,True,5
Dean Kremer,CU,274,78.25985401459855,0.10583941605839416,0.12043795620437957,0.0017043795620437956,curveball (CU),2167,0.12644208583294878,True,5
Dean Kremer,SL,2,83.45,0.0,0.5,0.08,slider (SL),2167,0.0009229349330872173,False,5
Dean Kremer,PO,1,91.1,0.0,0.0,-0.113,PO (PO),2167,0.00046146746654360867,False,5
Drew Rasmussen,FF,655,95.80167938931298,0.11297709923664122,0.09618320610687023,0.017027480916030534,4-seam fastball (FF),1837,0.356559608056614,True,5
Drew Rasmussen,FC,571,90.30052539404554,0.15761821366024517,0.1138353765323993,0.018520140105078808,cutter (FC),1837,0.31083287969515516,True,5
Drew Rasmussen,SI,426,95.37957746478872,0.07276995305164319,0.13380281690140844,0.008375586854460094,sinker (SI),1837,0.23189983669025585,True,5
Drew Rasmussen,ST,87,84.5551724137931,0.12643678160919541,0.06896551724137931,-0.020528735632183905,sweeper (ST),1837,0.04735982580293958,True,5
Drew Rasmussen,CU,70,80.53571428571429,0.02857142857142857,0.04285714285714286,-0.0459,curveball (CU),1837,0.03810560696788242,True,5
Drew Rasmussen,CH,25,89.33200000000001,0.04,0.04,-0.002320000000000001,changeup (CH),1837,0.013609145345672292,False,5
Drew Rasmussen,SL,3,84.76666666666667,0.0,0.3333333333333333,0.123,slider (SL),1837,0.001633097441480675,False,5
Dustin May,ST,684,85.17616959064327,0.1067251461988304,0.097953216374269,0.0022149122807017542,sweeper (ST),1743,0.3924268502581756,True,4
Dustin May,SI,599,94.53873121869782,0.05008347245409015,0.11185308848080133,-0.013202003338898163,sinker (SI),1743,0.34366035570854847,True,4
Dustin May,FF,289,95.35363321799308,0.1314878892733564,0.08650519031141868,-0.0002871972318339099,4-seam fastball (FF),1743,0.16580608146873207,True,4
Dustin May,FC,156,91.3724358974359,0.08333333333333333,0.09615384615384616,-0.0038397435897435882,cutter (FC),1743,0.08950086058519793,True,4
